cnpj;identificador_matriz_filial;razao_social;nome_fantasia;situacao;situacao_desc;data_situacao;motivo_situacao;motivo_situacao_desc;natureza_juridica;nat_jur_desc;data_inicio;ano_inicio;cnae_subclasse;subclasse_desc;cnae_classe;classe_desc;cnae_grupo;grupo_desc;cnae_divisao;divisao_desc;endereco_completo;tipo_logradouro;endereco;numero;complemento;bairro;cep;codemun;municipio;geocod_ibge_2018;nome_munic_ibge;uf;cidade_exterior;cod_pais;nome_pais;ddd1;telefone1;ddd2;telefone2;nu_ddd_fax;nu_fax;email;qualificacao;capital_social;porte_empresa;opcao_simples;data_opcao_simples;data_exclusao_simples;opcao_mei;situacao_especial;data_situacao_especial;ind_osc;id_mapa;certificado_OSCIP;macro_area_atuacao;micro_area_atuacao;n_vinc_ativos;n_vinc_def;empenhado;pago;empenhado_def;pago_def;cnae_secundaria;cnae2_classe;cnae2_classe_desc;PrecisionDepth;MatchedAddress;Longitude;Latitude
00034503000188;Matriz;CASA DA AMIZADE DAS ESPOSAS DE ROTARIANOS DE PG CAICARA;CASA DA AMIZADE;2;;2005-08-27;00;;3999;Associação Privada;1994-11-18;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 23 DE MAIO 965;RUA;23 DE MAIO;965;;VILA MIRIM;11704690;6921;PRAIA GRANDE;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA VINTE E TRES DE MAIO 965, MIRIM, PRAIA GRANDE, SP, 11704690;-46,4840467339996;-24,0306062099996
00034525000148;Matriz;ASS TRAB APOS SID METAL DE SANTOS S VICENTE CUBATAO GUARUJA PRAIA GRANDE LIT PAULISTA E DEMAIS REG DO BRASIL - ATMAS;ATMAS;2;;2005-11-03;00;;3999;Associação Privada;1983-09-13;1983;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA SAO PAULO 47;RUA;SAO PAULO;47;;VILA BELMIRO;11075330;7071;SANTOS;;;SP;;;;13;32357894;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;1;;;;;;;;;4 Estrelas;RUA SAO PAULO 47, VILA BELMIRO, SANTOS, SP, 11075330;-46,3347035919996;-23,9526705029996
00034528000181;Matriz;IGREJA PENTECOSTAL UNIAO CRISTA;;2;;2005-11-03;00;;3999;Associação Privada;1994-10-17;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA JOSE BESTILLERO LOPES 24494;RUA;JOSE BESTILLERO LOPES;24494;LE;VILA MIRIM;11717280;6921;PRAIA GRANDE;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;3 Estrelas;RUA JOSE BESTILEIRO LOPES, NOVA MIRIM, PRAIA GRANDE, SP, 11717280;-46,4952326459996;-24,0194018659996
00034532000140;Matriz;ASSOCIACAO MOVIMENTO PRO-MORADIA SITIO DO CAMPO;;2;;1998-07-22;00;;3999;Associação Privada;1994-11-24;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA NANCY FELICIANO DE OLIVEIRA 776;RUA;NANCY FELICIANO DE OLIVEIRA;776;SALA 02;VILA TUPIRI;11719130;6921;PRAIA GRANDE;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA NANCIR FELICIANO DE OLIVEIRA 776, TUPIRY, PRAIA GRANDE, SP, 11719130;-46,4663309839996;-24,0159777579996
00034545000119;Matriz;CLUBE LUSO BRASILEIRO DE GUARUJA;;2;;2003-10-04;00;;3999;Associação Privada;1994-12-05;1994;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA GINO FABRIS 241;RUA;GINO FABRIS;241;;SITIO GRANDE;11431140;6475;GUARUJA;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;RUA GINO FABRIS 241, VILA SANTA ROSA, GUARUJA, SP, 11431140;-46,2762897829996;-23,9988511309996
00034548000152;Matriz;GRUPO VIVENCIA DE BERTIOGA;;2;;2004-12-24;00;;3999;Associação Privada;1994-12-05;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA IVO HENRIQUE 500;RUA;IVO HENRIQUE;500;357;ITAPANHAU;11250003;2965;BERTIOGA;;;SP;;;;13;33163655;13;33163655;13;33163655;destracontabil@hotmail.com;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;1;;;;;;;;;1 Estrela;Bertioga, SP;-46,1400299519996;-23,8490623359996
00034551000176;Matriz;"IGREJA BATISTA DA CURVA DO ""S""";;2;;2018-11-22;00;;3999;Associação Privada;1994-12-06;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA E 232;AVENIDA;E;232;;JARDIM RIBEIROPOLIS;11724210;6921;PRAIA GRANDE;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA N 232, GLÓRIA, PRAIA GRANDE, SP, 11724210;-46,4330439259996;-24,0053181449996
00034560000167;Matriz;ELOS INTERNACIONAL DA COMUNIDADE LUSIADA;ELOS CLUBE E OU ELOS INTERNACIONAL;2;;2019-05-08;00;;3999;Associação Privada;1994-12-09;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA XV DE NOVEMBRO 20;RUA;XV DE NOVEMBRO;20;2 ANDAR SALA 40;CENTRO;11010150;7071;SANTOS;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA QUINZE DE NOVEMBRO 20, CENTRO, SANTOS, SP, 11010150;-46,3315699889996;-23,9338154969996
00034563000109;Matriz;ASSOCIACAO CENTRO VIVO;;2;;1998-07-28;00;;3999;Associação Privada;1994-12-09;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;PRACA MAUA 42;PRACA;MAUA;42;CONJ 74;CENTRO;11010000;7071;SANTOS;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;PRAÇA VISCONDE DE MAUA 42, CENTRO, SANTOS, SP, 11010000;-46,3293398999996;-23,9334674519996
00034593000107;Matriz;ASSOCIACAO MELHORAMENTOS JARDIM PERNAMBUCO II;;2;;2019-01-25;00;;3999;Associação Privada;1994-12-16;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA MARJORY PRADO 1364;AVENIDA;MARJORY PRADO;1364;;JD PERNAMBUCO;11440000;6475;GUARUJA;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;18;;;;;;;;;4 Estrelas;AVENIDA MARJORI PRADO 1364, BALNEÁRIO PRAIA DO PERNAMBUCO, GUARUJA, SP, 11444000;-46,1883535619996;-23,9669667079996
00034598000130;Matriz;ASSOCIACAO HABITACIONAL ANA NERY DO BRASIL;ANA NERY;2;;2016-10-07;00;;3999;Associação Privada;1994-12-16;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DOMINGOS JOSE MARTINS 207;RUA;DOMINGOS JOSE MARTINS;207;;VILA SAO JORGE;11085800;7071;SANTOS;;;SP;;;;13;32991154;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA DOMINGOS JOSE MARTINS 207, VILA SÃO JORGE, SANTOS, SP, 11085800;-46,3681772159996;-23,9489035989996
00034612000103;Matriz;COMUNIDADE ESPIRITA OS SEMEADORES;;2;;1998-07-28;00;;3999;Associação Privada;1994-06-03;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA NOVE DE JULHO 240;AVENIDA;NOVE DE JULHO;240;;VILA CASCATINHA;11370020;7121;SAO VICENTE;;;SP;;;;13;35614490;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA NOVE DE JULHO 240, VILA CASCATINHA, SAO VICENTE, SP, 11370020;-46,3818121509996;-23,9554371939996
00034649000123;Matriz;LIGA BOCHA E MALHA DE PRAIA GRANDE;;2;;2009-12-16;00;;3999;Associação Privada;1994-12-29;1994;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA MOCOCA 685;RUA;MOCOCA;685;;BOQUEIRAO;11701100;6921;PRAIA GRANDE;;;SP;;;;13;34918012;;;;;CONT.SHALOM@UOL.COM.BR;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;RUA MOCOCA 685, BOQUEIRÃO, PRAIA GRANDE, SP, 11701100;-46,4146390919996;-24,0033811909996
00034668000150;Matriz;CENTRO EDUCACIONAL VIDA - ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;CENTRO EDUCACIONAL VIDA;4;;2018-12-19;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1995-01-04;1995;8513900;Ensino fundamental;85139;Ensino fundamental;851;Educação infantil e ensino fundamental;85;EDUCAÇÃO;RUA SAO BERNARDO 108;RUA;SAO BERNARDO;108;;BOQUEIRAO;11701240;6921;PRAIA GRANDE;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Educação e pesquisa;Ensino fundamental;;;;;;;;;;4 Estrelas;RUA SAO BERNARDO 108, BOQUEIRÃO, PRAIA GRANDE, SP, 11701240;-46,4169429019996;-24,0042227549996
00034679000130;Matriz;IGREJA EVANGELICA NOVA ALIANCA NO BRASIL;;4;;2018-12-19;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1995-01-10;1995;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA REMO PETRARCHI 155;RUA;REMO PETRARCHI;155;;AREIA BRANCA;11086350;7071;SANTOS;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA VEREADOR REMO PETRARCHI 155, AREIA BRANCA, SANTOS, SP, 11086350;-46,3723495299996;-23,9475230039996
00034682000153;Matriz;COMUNIDADE EVANGELICA DA PAZ;;2;;1998-07-28;00;;3999;Associação Privada;1995-01-16;1995;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA SILVA  JARDIM 503;RUA;SILVA  JARDIM;503;;MACUCO;11015021;7071;SANTOS;;;SP;;;;013;2358045;;;013;2358045;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA SILVA JARDIM 503, VILA MATIAS, SANTOS, SP, 11015021;-46,3198613619996;-23,9542999039996
00034682000315;Filial;COMUNIDADE EVANGELICA DA PAZ;;2;;2003-11-20;00;;3999;Associação Privada;2003-11-20;2003;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA OSWALDO CRUZ 1108;AVENIDA;OSWALDO CRUZ;1108;;VICENTE DE CARVALHO;11460102;6475;GUARUJA;;;SP;;;;;;;;;;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA OSVALDO CRUZ 1108, SÍTIO PAECARA (VICENTE DE CARVALHO), GUARUJA, SP, 11460102;-46,2925760709997;-23,9437636759996
00034682000587;Filial;COMUNIDADE EVANGELICA DA PAZ;;2;;2004-10-05;00;;3999;Associação Privada;2004-10-05;2004;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA FREI GASPAR 3331;RUA;FREI GASPAR;3331;;CIDADE NAUTICA;11350000;7121;SAO VICENTE;;;SP;;;;13;33233894;13;33233892;13;33233887;PARAMOUNTCONTB@TERRA.COM.BR;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA GASPAR 3331, SAO VICENTE, SP;-46,4084349599996;-23,9541368909996
00034691000144;Matriz;AUG RESP LOJA SIMBOLICA MARTIM AFONSO SAMARITA N 450;;2;;1998-07-28;00;;3999;Associação Privada;1995-01-11;1995;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA LUIZ GAMA 260;RUA;LUIZ GAMA;260;;MACUCO;11015151;7071;SANTOS;;;SP;;;;13;32331334;;;;;ADMIN@CONTABILIDADECOSTA.COM;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA LUIS GAMA 260, MACUCO, SANTOS, SP, 11015151;-46,3200179409996;-23,9550126249996
00034822000193;Matriz;CENTRO DE ESTUDOS DE ANTROPOLOGIA GNOSTICA DE S VICENTE;ESCOLA DE PSICOANTROPOLOGIA MONTSALVAT;4;;2018-12-19;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1995-03-07;1995;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;AVENIDA MONTEIRO LOBATO 26;AVENIDA;MONTEIRO LOBATO;26;;VILA VALENCA;11380500;7121;SAO VICENTE;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;4 Estrelas;AVENIDA MONTEIRO LOBATO 26, VILA VALENÇA, SAO VICENTE, SP, 11380500;-46,3734367339996;-23,9673418729996
00034887000139;Matriz;ASSOCIACAO BENEFICENTE ALBERTO SANTOS DUMONT;;2;;2019-01-29;00;;3999;Associação Privada;1995-03-29;1995;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA CONSELHEIRO RODRIGUES ALVES 165;RUA;CONSELHEIRO RODRIGUES ALVES;165;;MACUCO;11015200;7071;SANTOS;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA RODRIGUES ALVES 165, CENTRO, SALTO, SP, 13320130;-47,2905430529996;-23,2023863989996
00034976000185;Matriz;ASSOCIACAO G XX;G XX;2;;2005-08-27;00;;3999;Associação Privada;1995-05-03;1995;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA CARAGUATATUBA 299;RUA;CARAGUATATUBA;299;FUNDOS;ALEMOA;11085250;7071;SANTOS;;;SP;;;;013;4688698;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA CARAGUATATUBA 299, CHICO DE PAULA, SANTOS, SP, 11085250;-46,3531112189996;-23,9317016679996
00034977000120;Matriz;LAR ESPIRITA CAMINHO DO CRISTO;;2;;2005-11-03;00;;3999;Associação Privada;1995-03-14;1995;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA HENRIQUE ABLAS 19;RUA;HENRIQUE ABLAS;19;;VILA MATIAS;11013460;7071;SANTOS;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;1;;;;;;;;;4 Estrelas;RUA HENRIQUE ABLAS 19, VILA MATIAS, SANTOS, SP, 11013460;-46,3212789889996;-23,9438353369996
00035077000105;Matriz;ASSOCIACAO DOS ESTUDANTES DO CONJ PAULISTANO;;2;;2008-05-15;00;;3999;Associação Privada;1994-09-01;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA TEQUE-TEQUE 33;RUA;TEQUE-TEQUE;33;;JARDIM SHANGRILA (ZONA NORTE);02990080;7107;SAO PAULO;;;SP;;;;11;24952412;11;99085614;;;CRIS.SOMATER@HOTMAIL.COM;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA TEQUE TEQUE 33, JARDIM SHANGRILÁ (ZONA NORTE), SAO PAULO, SP, 02990080;-46,7272093219996;-23,4316259719996
00035077000288;Filial;ASSOCIACAO DOS ESTUDANTES DO CONJ PAULISTANO;CEI ISAURA RIBEIRO MARTINS;2;;2014-06-18;00;;3999;Associação Privada;2014-06-18;2014;8512100;Educação infantil - pré-escola;85121;Educação infantil - pré-escola;851;Educação infantil e ensino fundamental;85;EDUCAÇÃO;RUA VICENTE LAZZARI 44;RUA;VICENTE LAZZARI;44;;JARDIM PRINCESA;02856000;7107;SAO PAULO;;;SP;;;;11;24952412;11;54984544;;;JEH.DASILVASOCIAL@GMAIL.COM;16;;05;0;;;;;;1;1;;Educação e pesquisa;Educação infantil;14;;;;;;;;;4 Estrelas;RUA VICENTE LAZZARI 44, JARDIM PRINCESA, SAO PAULO, SP, 02856000;-46,6935453039996;-23,4549757789996
00035077000369;Filial;ASSOCIACAO DOS ESTUDANTES DO CONJ PAULISTANO;CEI HAYDEE BARRETO FERRARA;2;;2014-06-18;00;;3999;Associação Privada;2014-06-18;2014;8512100;Educação infantil - pré-escola;85121;Educação infantil - pré-escola;851;Educação infantil e ensino fundamental;85;EDUCAÇÃO;RUA LUIS ANTONIO SOBRAL 156;RUA;LUIS ANTONIO SOBRAL;156;;JARDIM PERI;02651150;7107;SAO PAULO;;;SP;;;;11;39798149;;;;;CRIS.SOMATER@HOTMAIL.COM;16;;05;0;;;;;;1;1;;Educação e pesquisa;Educação infantil;13;;;;;;;;;4 Estrelas;RUA LUIS ANTONIO SOBRAL 156, JARDIM PERI, SAO PAULO, SP, 02651150;-46,6577683739996;-23,4596164019996
00035096000123;Matriz;MINISTERIO PAO DA VIDA;;2;;2005-11-03;00;;3999;Associação Privada;1994-09-13;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DIAS VELHO 242;RUA;DIAS VELHO;242;;FREGUESIA DO O;02735040;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA DIAS VELHO 242, VILA PRIMAVERA (FREGUESIA DO Ó), SAO PAULO, SP, 02735040;-46,6934208829996;-23,4908358169996
00035118000155;Matriz;PRIMEIRA IGREJA BATISTA EM V CLARICE CRISTO M/S P/MUNDO;;2;;2005-11-03;00;;3999;Associação Privada;1994-09-20;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA GUILHERME MANKEL 370;AVENIDA;GUILHERME MANKEL;370;;VILA CLARICE;05176000;7107;SAO PAULO;;;SP;;;;11;39014362;;;11;39048781;;16;;05;0;;;N;;;1;1;;Religião;Religião;1;;;;;;;;;4 Estrelas;AVENIDA GUILHERME MANKEL 370, VILA CLARICE, SAO PAULO, SP, 05176000;-46,7483050499996;-23,4691986249996
00035137000181;Matriz;IGREJA EVANGELICA GERACAO VIDA;;4;;2018-09-06;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-09-26;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA JOSE DA SILVA GUIMARAES 73;RUA;JOSE DA SILVA GUIMARAES;73;;JD CIDADE PIRITUBA;02943060;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA JOSE DA SILVA GUIMARAES 73, JARDIM CIDADE PIRITUBA, SAO PAULO, SP, 02943060;-46,7228948999996;-23,4771707249996
00035137000262;Filial;IGREJA EVANGELICA GERACAO VIDA;GERACAO VIDA;4;;2018-09-06;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1996-11-05;1996;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA S.JERONIMO DOS PORCOES 774;RUA;S.JERONIMO DOS PORCOES;774;;VILA MIRANTE;02955030;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;3 Estrelas;RUA SAO JERONIMO DOS POCOES, VILA MIRANTE, SAO PAULO, SP, 02955030;-46,7201159499996;-23,4695430379996
00035151000185;Matriz;ASSOC DOS MORADORES DO BL 16 DO CJ HAB SIT.DOS FRANCOS;;2;;2018-10-23;00;;3999;Associação Privada;1994-09-26;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA GAL PENHA BRASIL 2651;AVENIDA;GAL PENHA BRASIL;2651;;V N CACHOEIRINHA;02673000;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;AVENIDA GENERAL PENHA BRASIL 2651, VILA NOVA CACHOEIRINHA, SAO PAULO, SP, 02673000;-46,6752795189996;-23,4536078299996
00035185000170;Matriz;GREMIO RECREATIVO CULTURAL SOCIAL ESCOLA DE SAMBA IMPERIO DE CASA VERDE;;2;;2005-11-03;00;;3999;Associação Privada;1994-10-07;1994;9001999;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;90019;Artes cênicas, espetáculos e atividades complementares;900;Atividades artísticas, criativas e de espetáculos;90;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;AVENIDA ENGENHEIRO CAETANO ALVARES 2042;AVENIDA;ENGENHEIRO CAETANO ALVARES;2042;;CASA VERDE;02546000;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Cultura e arte;;;;;;;;;;4 Estrelas;AVENIDA ENGENHEIRO CAETANO ALVARES 2042, CASA VERDE ALTA, SAO PAULO, SP, 02545002;-46,6633991479996;-23,4982256329996
00035186000114;Matriz;ASSOCIACAO BRASILEIRA DA INDUSTRIA DE LACTEOS LONGA VIDA;ABLV;2;;1998-07-28;00;;3999;Associação Privada;1994-10-07;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA FLORIDA 1758;RUA;FLORIDA;1758;ANDAR 10                  CONJ  102                 EDIF  BEATRIZ M CARVALHO;BROOKLIN;04565001;7107;SAO PAULO;;;SP;;;;11;51023134;11;51023438;11;51023438;diretoria@ablv.org.br;10;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;2;;;;;;;;;4 Estrelas;RUA FLORIDA 1758, CIDADE MONÇÕES, SAO PAULO, SP, 04565001;-46,6944616049996;-23,6071964909996
00035260000100;Matriz;CASA DE CARIDADE TIO JOAO;;2;;2019-01-12;00;;3999;Associação Privada;1994-11-01;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA BENEDITO PEREIRA 91;RUA;BENEDITO PEREIRA;91;;JARDIM LIBANO;05138120;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA BENEDITO PEREIRA 91, JARDIM LÍBANO, SAO PAULO, SP, 05138120;-46,7348514439996;-23,4864555809996
